"term.id"	"term.name"	"term.count"	"term.expected"	"term.var"	"p.value"	"p.value.adjusted"	"ts.M"	"ts.N"	"ts.n"	"enrichment.type"
"DB05404"	"AZD 3355"	1	0.00133868808567604	0.00133689599988531	0	0	1	1494	2	"drugs.drugbank_target"
"DB08363"	"1-(9-ethyl-9H-carbazol-3-yl)-N-methylmethanamine"	1	0.00133868808567604	0.00133689599988531	0	0	1	1494	2	"drugs.drugbank_target"
"DB04530"	"S,S-(2-Hydroxyethyl)Thiocysteine"	1	0.0107095046854083	0.0106450232060526	2.51060056255385e-05	3.34746741673847e-05	8	1494	2	"drugs.drugbank_target"
"DB00945"	"Acetylsalicylic acid"	1	0.0160642570281124	0.0159245535579104	5.91784418316266e-05	5.91784418316266e-05	12	1494	2	"drugs.drugbank_target"
"dr:D08887"	"Cenersen sodium (USAN)"	1	0.00141643059490085	0.00141442431927068	0	0	1	706	1	"drugs.kegg"
"path:hsa04115"	"p53 signaling pathway - Homo sapiens (human)"	26	0.360522022838499	0.353710158266803	0	0	68	4904	26	"pathways.kegg"
"path:hsa04120"	"Ubiquitin mediated proteolysis - Homo sapiens (human)"	4	0.270391517128874	0.266215167194292	5.55517667871473e-06	0.000141657005307226	51	4904	26	"pathways.kegg"
"path:hsa04210"	"Apoptosis - Homo sapiens (human)"	5	0.721044045676998	0.697473132595581	5.93740381026961e-05	0.00100935864774583	136	4904	26	"pathways.kegg"
"path:hsa01524"	"Platinum drug resistance - Homo sapiens (human)"	3	0.33931484502447	0.333179032941434	0.000317983864766058	0.00298308178073349	64	4904	26	"pathways.kegg"
"path:hsa04110"	"Cell cycle - Homo sapiens (human)"	4	0.65742251223491	0.637531884055549	0.000409442597355577	0.00298308178073349	124	4904	26	"pathways.kegg"
"path:hsa05162"	"Measles - Homo sapiens (human)"	4	0.641517128874388	0.622498169749562	0.0003654429983206	0.00298308178073349	121	4904	26	"pathways.kegg"
"path:hsa04215"	"Apoptosis - multiple species - Homo sapiens (human)"	2	0.148450244698206	0.146850035541801	0.00039704097971229	0.00298308178073349	28	4904	26	"pathways.kegg"
"path:hsa04211"	"Longevity regulating pathway - Homo sapiens (human)"	3	0.49836867862969	0.486323501918066	0.00136986512121785	0.00873289014776378	94	4904	26	"pathways.kegg"
"path:hsa05206"	"MicroRNAs in cancer - Homo sapiens (human)"	3	0.625611745513866	0.607445094575184	0.00316168854583401	0.0178546387710507	118	4904	26	"pathways.kegg"
"path:hsa03420"	"Nucleotide excision repair - Homo sapiens (human)"	1	0.0901305057096248	0.0893600880608904	0.00350090956295112	0.0178546387710507	17	4904	26	"pathways.kegg"
"path:hsa04068"	"FoxO signaling pathway - Homo sapiens (human)"	3	0.699836867862969	0.677527135737155	0.00473342076635746	0.0219458599167482	132	4904	26	"pathways.kegg"
"path:hsa05216"	"Thyroid cancer - Homo sapiens (human)"	1	0.132544861337684	0.131196773447286	0.00752418481498808	0.0319777854636993	25	4904	26	"pathways.kegg"
"path:hsa05016"	"Huntington's disease - Homo sapiens (human)"	2	0.466557911908646	0.455849495069871	0.0107739714317686	0.0422671186938613	88	4904	26	"pathways.kegg"
"path:hsa05219"	"Bladder cancer - Homo sapiens (human)"	1	0.196166394779772	0.193693656614994	0.0160658091808567	0.0574719565783125	37	4904	26	"pathways.kegg"
"path:hsa04960"	"Aldosterone-regulated sodium reabsorption - Homo sapiens (human)"	1	0.201468189233279	0.198887747362909	0.0169035166406801	0.0574719565783125	38	4904	26	"pathways.kegg"
"path:hsa04919"	"Thyroid hormone signaling pathway - Homo sapiens (human)"	2	0.593800978792822	0.577280861621253	0.0205765509534424	0.0617296528603273	112	4904	26	"pathways.kegg"
"path:hsa05014"	"Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)"	1	0.217373572593801	0.21445711236106	0.0195262136059482	0.0617296528603273	41	4904	26	"pathways.kegg"
"path:hsa04722"	"Neurotrophin signaling pathway - Homo sapiens (human)"	2	0.636215334420881	0.617482629232369	0.0246561167873886	0.0698589975642677	120	4904	26	"pathways.kegg"
"path:hsa05203"	"Viral carcinogenesis - Homo sapiens (human)"	2	0.67862969004894	0.657546719557144	0.0291464245317638	0.0731755903542201	128	4904	26	"pathways.kegg"
"path:hsa05213"	"Endometrial cancer - Homo sapiens (human)"	1	0.275693311582382	0.27137914103582	0.0304728968804414	0.0731755903542201	52	4904	26	"pathways.kegg"
"path:hsa05223"	"Non-small cell lung cancer - Homo sapiens (human)"	1	0.280995106035889	0.276540963669749	0.0315659409371145	0.0731755903542201	53	4904	26	"pathways.kegg"
"path:hsa04150"	"mTOR signaling pathway - Homo sapiens (human)"	2	0.683931484502447	0.662545050413546	0.0297365830688109	0.0731755903542201	129	4904	26	"pathways.kegg"
"path:hsa05217"	"Basal cell carcinoma - Homo sapiens (human)"	1	0.291598694942904	0.286858155314811	0.0337983726503054	0.0749442176158946	55	4904	26	"pathways.kegg"
"path:hsa04310"	"Wnt signaling pathway - Homo sapiens (human)"	2	0.747553017944535	0.722357226497634	0.0373166749332632	0.0754085602018837	141	4904	26	"pathways.kegg"
"path:hsa05161"	"Hepatitis B - Homo sapiens (human)"	2	0.752854812398042	0.727327591655248	0.0379896631860302	0.0754085602018837	142	4904	26	"pathways.kegg"
"path:hsa05210"	"Colorectal cancer - Homo sapiens (human)"	1	0.312805872756933	0.307466724113745	0.0384435797107643	0.0754085602018837	59	4904	26	"pathways.kegg"
"path:hsa04010"	"MAPK signaling pathway - Homo sapiens (human)"	3	1.33605220228385	1.26093463660051	0.0417349329763992	0.0760171993498699	252	4904	26	"pathways.kegg"
"path:hsa05230"	"Central carbon metabolism in cancer - Homo sapiens (human)"	1	0.323409461663948	0.317758101267618	0.040853528565199	0.0760171993498699	61	4904	26	"pathways.kegg"
"path:hsa05212"	"Pancreatic cancer - Homo sapiens (human)"	1	0.349918433931484	0.343448898019316	0.0471220970474793	0.077523449981337	66	4904	26	"pathways.kegg"
"path:hsa05214"	"Glioma - Homo sapiens (human)"	1	0.344616639477977	0.338315041084175	0.0458412088775299	0.077523449981337	65	4904	26	"pathways.kegg"
"path:hsa04390"	"Hippo signaling pathway - Homo sapiens (human)"	2	0.816476345840131	0.786804179353884	0.0465551534916945	0.077523449981337	154	4904	26	"pathways.kegg"
"path:hsa05218"	"Melanoma - Homo sapiens (human)"	1	0.376427406199021	0.369085914581039	0.0537220804252519	0.0830250333844802	71	4904	26	"pathways.kegg"
"path:hsa05220"	"Chronic myeloid leukemia - Homo sapiens (human)"	1	0.376427406199021	0.369085914581039	0.0537220804252519	0.0830250333844802	71	4904	26	"pathways.kegg"
"path:hsa05202"	"Transcriptional misregulation in cancer - Homo sapiens (human)"	1	0.41884176182708	0.409993278284643	0.064921170783723	0.0967150973897902	79	4904	26	"pathways.kegg"
"path:hsa05222"	"Small cell lung cancer - Homo sapiens (human)"	1	0.424143556280587	0.415097018313398	0.0663731060518168	0.0967150973897902	80	4904	26	"pathways.kegg"
"path:hsa05215"	"Prostate cancer - Homo sapiens (human)"	1	0.461256117455139	0.450762964701909	0.0768382596766071	0.108854201208527	87	4904	26	"pathways.kegg"
"path:hsa04064"	"NF-kappa B signaling pathway - Homo sapiens (human)"	1	0.482463295269168	0.471096178928164	0.0830427124653242	0.111452061466619	91	4904	26	"pathways.kegg"
"path:hsa05231"	"Choline metabolism in cancer - Homo sapiens (human)"	1	0.477161500815661	0.466016102182999	0.0814770029185715	0.111452061466619	90	4904	26	"pathways.kegg"
"path:hsa01522"	"Endocrine resistance - Homo sapiens (human)"	1	0.503670473083197	0.491394973832835	0.0893992286808835	0.116906683659617	95	4904	26	"pathways.kegg"
"path:hsa04071"	"Sphingolipid signaling pathway - Homo sapiens (human)"	1	0.630913539967374	0.612464937507576	0.130270635426432	0.166095060168701	119	4904	26	"pathways.kegg"
"path:hsa05160"	"Hepatitis C - Homo sapiens (human)"	1	0.662724306688418	0.642538819742347	0.141098770956487	0.171334221875734	125	4904	26	"pathways.kegg"
"path:hsa04152"	"AMPK signaling pathway - Homo sapiens (human)"	1	0.65742251223491	0.637531884055549	0.139279821360283	0.171334221875734	124	4904	26	"pathways.kegg"
"path:hsa05168"	"Herpes simplex infection - Homo sapiens (human)"	1	0.731647634584013	0.707433223779199	0.165205508006762	0.19366408004082	138	4904	26	"pathways.kegg"
"path:hsa05224"	"Breast cancer - Homo sapiens (human)"	1	0.75815660685155	0.732295805605262	0.174677405527014	0.19366408004082	143	4904	26	"pathways.kegg"
"path:hsa04072"	"Phospholipase D signaling pathway - Homo sapiens (human)"	1	0.752854812398042	0.727327591655248	0.172775189626681	0.19366408004082	142	4904	26	"pathways.kegg"
"path:hsa04910"	"Insulin signaling pathway - Homo sapiens (human)"	1	0.73694942903752	0.71241004255961	0.167091870348628	0.19366408004082	139	4904	26	"pathways.kegg"
"path:hsa05169"	"Epstein-Barr virus infection - Homo sapiens (human)"	1	0.885399673735726	0.850887578125894	0.221259188250013	0.24008975746278	167	4904	26	"pathways.kegg"
"path:hsa05205"	"Proteoglycans in cancer - Homo sapiens (human)"	1	0.964926590538336	0.924378207728565	0.250976648366112	0.266662688888994	182	4904	26	"pathways.kegg"
"path:hsa04151"	"PI3K-Akt signaling pathway - Homo sapiens (human)"	2	1.807911908646	1.67362122679917	0.269287084587145	0.280278394162131	341	4904	26	"pathways.kegg"
"path:hsa05166"	"HTLV-I infection - Homo sapiens (human)"	1	1.2247145187602	1.16107450424864	0.34837604664055	0.355343567573361	231	4904	26	"pathways.kegg"
"path:hsa05200"	"Pathways in cancer - Homo sapiens (human)"	1	1.94045676998369	1.78647895546453	0.588474791543819	0.588474791543819	366	4904	26	"pathways.kegg"
"GO:0005669"	"transcription factor TFIID complex"	1	0.00535861500412201	0.00532990024935961	0	0	1	4852	26	"go.component"
"GO:0033596"	"TSC1-TSC2 complex"	1	0.010717230008244	0.0106576030547904	2.76160327979902e-05	0.00047867790183183	2	4852	26	"go.component"
"GO:0031465"	"Cul4B-RING E3 ubiquitin ligase complex"	1	0.010717230008244	0.0106576030547904	2.76160327979902e-05	0.00047867790183183	2	4852	26	"go.component"
"GO:1990316"	"ATG1/ULK1 kinase complex"	1	0.021434460016488	0.0213064163338655	0.000164604888119223	0.00171189083643992	4	4852	26	"go.component"
"GO:0030057"	"desmosome"	1	0.021434460016488	0.0213064163338655	0.000164604888119223	0.00171189083643992	4	4852	26	"go.component"
"GO:0061700"	"GATOR2 complex"	1	0.0267930750206101	0.0266275268075098	0.000273436906013269	0.00236978651878166	5	4852	26	"go.component"
"GO:0005657"	"replication fork"	1	0.0321516900247321	0.0319464398372253	0.000408803323978758	0.00265722160586193	6	4852	26	"go.component"
"GO:0031932"	"TORC2 complex"	1	0.0321516900247321	0.0319464398372253	0.000408803323978758	0.00265722160586193	6	4852	26	"go.component"
"GO:0005771"	"multivesicular body"	1	0.0375103050288541	0.037263155423012	0.000570438536714108	0.00329586710101485	7	4852	26	"go.component"
"GO:0016604"	"nuclear body"	1	0.0535861500412201	0.0532001175167991	0.00121032929009469	0.00524476025707701	10	4852	26	"go.component"
"GO:0031588"	"nucleotide-activated protein kinase complex"	1	0.0535861500412201	0.0532001175167991	0.00121032929009469	0.00524476025707701	10	4852	26	"go.component"
"GO:0030877"	"beta-catenin destruction complex"	1	0.0535861500412201	0.0532001175167991	0.00121032929009469	0.00524476025707701	10	4852	26	"go.component"
"GO:0016607"	"nuclear speck"	2	0.235779060181368	0.232436829015156	0.00156419765421977	0.00625679061687907	44	4852	26	"go.component"
"GO:0005737"	"cytoplasm"	14	7.46455070074196	5.29406762993426	0.00183193919029417	0.00680434556394977	1393	4852	26	"go.component"
"GO:0005881"	"cytoplasmic microtubule"	1	0.0696619950535862	0.0691173026152268	0.00207725829713582	0.00720116209673752	13	4852	26	"go.component"
"GO:0005739"	"mitochondrion"	7	2.6042868920033	2.33135176695736	0.00292681639311081	0.00951215327761014	486	4852	26	"go.component"
"GO:0000151"	"ubiquitin ligase complex"	1	0.117889530090684	0.116750195938353	0.00597232059364451	0.0182682747570303	22	4852	26	"go.component"
"GO:0005794"	"Golgi apparatus"	4	1.25391591096455	1.18729213940651	0.00715201267258456	0.0206613699430221	234	4852	26	"go.component"
"GO:0031965"	"nuclear membrane"	2	0.417971970321517	0.409133295331795	0.00796432277756561	0.021797093917548	78	4852	26	"go.component"
"GO:0016363"	"nuclear matrix"	1	0.144682605111294	0.143136003913693	0.00892698231583883	0.023210154021181	27	4852	26	"go.component"
"GO:0005654"	"nucleoplasm"	8	4.08326463314097	3.42425489984522	0.0139606161658311	0.0304094745230238	762	4852	26	"go.component"
"GO:0016605"	"PML body"	1	0.171475680131904	0.169466875790811	0.0124095329482568	0.0304094745230238	32	4852	26	"go.component"
"GO:0005764"	"lysosome"	2	0.514427040395713	0.501650079623091	0.0140351420875495	0.0304094745230238	96	4852	26	"go.component"
"GO:0000785"	"chromatin"	1	0.176834295136026	0.174726457834449	0.0131669172001881	0.0304094745230238	33	4852	26	"go.component"
"GO:0030054"	"cell junction"	3	0.991343775762572	0.948631050462964	0.0158459706461702	0.0329596189440341	185	4852	26	"go.component"
"GO:0005634"	"nucleus"	10	5.78194558944765	4.47297073149035	0.017319900944979	0.0333568462644039	1079	4852	26	"go.component"
"GO:0030659"	"cytoplasmic vesicle membrane"	1	0.203627370156636	0.200991406393703	0.0172462059158749	0.0333568462644039	38	4852	26	"go.component"
"GO:0000790"	"nuclear chromatin"	1	0.267930750206101	0.263803143655173	0.0288965905493646	0.0536650967345343	50	4852	26	"go.component"
"GO:0005730"	"nucleolus"	2	0.696619950535862	0.674461465073571	0.0311705942849368	0.055892100097128	130	4852	26	"go.component"
"GO:0043234"	"protein complex"	2	0.787716405605936	0.759914565855666	0.0425668834098267	0.0714025141068062	147	4852	26	"go.component"
"GO:0005667"	"transcription factor complex"	1	0.326875515251443	0.321102592821191	0.0416489943552936	0.0714025141068062	61	4852	26	"go.component"
"GO:0010008"	"endosome membrane"	1	0.380461665292663	0.372962269541408	0.0547495790783506	0.0837346503551244	71	4852	26	"go.component"
"GO:0005769"	"early endosome"	1	0.369744435284419	0.362607913748795	0.0520234121436291	0.0837346503551244	69	4852	26	"go.component"
"GO:0005741"	"mitochondrial outer membrane"	1	0.380461665292663	0.372962269541408	0.0547495790783506	0.0837346503551244	71	4852	26	"go.component"
"GO:0005911"	"cell-cell junction"	1	0.444765045342127	0.434903819007064	0.0721196527723657	0.107149198404658	83	4852	26	"go.component"
"GO:0005813"	"centrosome"	1	0.476916735366859	0.465755931767735	0.0814003651129995	0.11662401944141	89	4852	26	"go.component"
"GO:0014069"	"postsynaptic density"	1	0.482275350370981	0.47089025950743	0.0829824753717727	0.11662401944141	90	4852	26	"go.component"
"GO:0005913"	"cell-cell adherens junction"	1	0.653751030502885	0.634028496783232	0.138019804035695	0.188869205522531	122	4852	26	"go.component"
"GO:0005783"	"endoplasmic reticulum"	2	1.52720527617477	1.43009101526803	0.193865595867624	0.256808438036678	285	4852	26	"go.component"
"GO:0005829"	"cytosol"	10	8.48804616652927	5.68754743343909	0.197544952335906	0.256808438036678	1584	4852	26	"go.component"
"GO:0005925"	"focal adhesion"	1	0.980626545754328	0.938777711886123	0.256871547663654	0.325788304353903	183	4852	26	"go.component"
"GO:0005887"	"integral component of plasma membrane"	4	3.48845836768343	3.00484086309243	0.264460077059998	0.327426762074283	651	4852	26	"go.component"
"GO:0005759"	"mitochondrial matrix"	1	1.0234954657873	0.978138327539197	0.272993982177241	0.330132257516664	191	4852	26	"go.component"
"GO:0043231"	"intracellular membrane-bounded organelle"	1	1.06636438582028	1.01735830678083	0.289127828669479	0.341696524791202	199	4852	26	"go.component"
"GO:0005789"	"endoplasmic reticulum membrane"	2	2.11129431162407	1.9298523918343	0.354585774605337	0.409743561766167	394	4852	26	"go.component"
"GO:0048471"	"perinuclear region of cytoplasm"	1	1.28070898598516	1.2113486568173	0.369046461673267	0.414828902113419	239	4852	26	"go.component"
"GO:0000139"	"Golgi membrane"	1	1.29678483099753	1.22575619793662	0.374941507679436	0.414828902113419	242	4852	26	"go.component"
"GO:0016020"	"membrane"	3	3.49917559769167	3.01263739415189	0.471137483176947	0.510398940108359	653	4852	26	"go.component"
"GO:0070062"	"extracellular exosome"	5	5.5515251442704	4.34366104477681	0.491274653839161	0.52135269387013	1036	4852	26	"go.component"
"GO:0005615"	"extracellular space"	2	2.79719703215169	2.48339730728047	0.541199642278878	0.562847627970033	522	4852	26	"go.component"
"GO:0016021"	"integral component of membrane"	4	5.68549051937345	4.41933552007564	0.702227899263073	0.715997073758427	1061	4852	26	"go.component"
"GO:0005886"	"plasma membrane"	4	10.1920857378401	6.16481907011582	0.991871296828084	0.991871296828084	1902	4852	26	"go.component"
"GO:0032542"	"sulfiredoxin activity"	1	0.00475993377483444	0.00473727680529363	0	0	1	4832	23	"go.function"
"GO:0008823"	"cupric reductase activity"	1	0.00475993377483444	0.00473727680529363	0	0	1	4832	23	"go.function"
"GO:0016723"	"oxidoreductase activity, oxidizing metal ions, NAD or NADP as acceptor"	1	0.00475993377483444	0.00473727680529363	0	0	1	4832	23	"go.function"
"GO:0052851"	"ferric-chelate reductase (NADPH) activity"	1	0.00475993377483444	0.00473727680529363	0	0	1	4832	23	"go.function"
"GO:0002039"	"p53 binding"	4	0.114238410596026	0.113153352332114	6.15382799741539e-08	8.12305295658831e-07	24	4832	23	"go.function"
"GO:0003684"	"damaged DNA binding"	3	0.0618791390728477	0.0614316249267708	2.71275470132835e-07	2.98403017146119e-06	13	4832	23	"go.function"
"GO:0004842"	"ubiquitin-protein transferase activity"	4	0.228476821192053	0.225177053892193	2.30022136092687e-06	2.16878014030248e-05	48	4832	23	"go.function"
"GO:0005515"	"protein binding"	21	12.3948675496689	5.68915663187615	1.33142437011632e-05	9.76377871418635e-05	2604	4832	23	"go.function"
"GO:0016874"	"ligase activity"	3	0.152317880794702	0.150620102937922	1.28494969654102e-05	9.76377871418635e-05	32	4832	23	"go.function"
"GO:0005092"	"GDP-dissociation inhibitor activity"	1	0.00951986754966887	0.00947259241133025	2.16763699123075e-05	0.000119220034517691	2	4832	23	"go.function"
"GO:0016684"	"oxidoreductase activity, acting on peroxide as acceptor"	1	0.00951986754966887	0.00947259241133025	2.16763699123075e-05	0.000119220034517691	2	4832	23	"go.function"
"GO:0003960"	"NADPH:quinone reductase activity"	1	0.00951986754966887	0.00947259241133025	2.16763699123075e-05	0.000119220034517691	2	4832	23	"go.function"
"GO:0008426"	"protein kinase C inhibitor activity"	1	0.0142798013245033	0.0142059468181099	6.4840619563772e-05	0.000329190837785304	3	4832	23	"go.function"
"GO:0008270"	"zinc ion binding"	6	1.11382450331126	1.05505851949352	7.18927868624429e-05	0.000338923138065802	234	4832	23	"go.function"
"GO:0070728"	"leucine binding"	1	0.0190397350993377	0.0189373400256325	0.000129305429770101	0.000568943890988444	4	4832	23	"go.function"
